kor_co_nm,fin_prdt_nm,join_way,mtrt_int,spcl_cnd,join_deny,join_member,etc_note,max_limit,fin_co_subm_day,dcls_month_y,fin_co_no_y,intr_rate_type,intr_rate_type_nm,save_trm,intr_rate,intr_rate2,rsrv_type,rsrv_type_nm
디비저축은행,E-정기적금(인터넷),인터넷,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.1 / 인터넷 가입시 : 기본이율* + 0.1% (*기본이율: 가입시 12개월 정기적금 고시이율),1,"실명의 개인, 법인",최소가입금액: 1만원 이상 / 가입채널: 인터넷뱅킹,,202406141306,202410,0010526,S,단리,6,2.1,2.1,S,정액적립식
디비저축은행,E-정기적금(인터넷),인터넷,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.1 / 인터넷 가입시 : 기본이율* + 0.1% (*기본이율: 가입시 12개월 정기적금 고시이율),1,"실명의 개인, 법인",최소가입금액: 1만원 이상 / 가입채널: 인터넷뱅킹,,202406141306,202410,0010527,M,복리,36,3.5,3.5,S,정액적립식
디비저축은행,E-정기적금(인터넷),인터넷,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.1 / 인터넷 가입시 : 기본이율* + 0.1% (*기본이율: 가입시 12개월 정기적금 고시이율),1,"실명의 개인, 법인",최소가입금액: 1만원 이상 / 가입채널: 인터넷뱅킹,,202406141306,202410,0010527,M,복리,24,3.8,3.8,S,정액적립식
디비저축은행,E-정기적금(인터넷),인터넷,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.1 / 인터넷 가입시 : 기본이율* + 0.1% (*기본이율: 가입시 12개월 정기적금 고시이율),1,"실명의 개인, 법인",최소가입금액: 1만원 이상 / 가입채널: 인터넷뱅킹,,202406141306,202410,0010527,M,복리,12,4.0,4.0,S,정액적립식
디비저축은행,E-정기적금(인터넷),인터넷,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.1 / 인터넷 가입시 : 기본이율* + 0.1% (*기본이율: 가입시 12개월 정기적금 고시이율),1,"실명의 개인, 법인",최소가입금액: 1만원 이상 / 가입채널: 인터넷뱅킹,,202406141306,202410,0010527,M,복리,6,2.5,2.5,S,정액적립식
디비저축은행,E-정기적금(인터넷),인터넷,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.1 / 인터넷 가입시 : 기본이율* + 0.1% (*기본이율: 가입시 12개월 정기적금 고시이율),1,"실명의 개인, 법인",최소가입금액: 1만원 이상 / 가입채널: 인터넷뱅킹,,202406141306,202410,0010527,S,단리,36,3.5,3.5,S,정액적립식
디비저축은행,E-정기적금(인터넷),인터넷,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.1 / 인터넷 가입시 : 기본이율* + 0.1% (*기본이율: 가입시 12개월 정기적금 고시이율),1,"실명의 개인, 법인",최소가입금액: 1만원 이상 / 가입채널: 인터넷뱅킹,,202406141306,202410,0010527,S,단리,24,3.8,3.8,S,정액적립식
디비저축은행,E-정기적금(인터넷),인터넷,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.1 / 인터넷 가입시 : 기본이율* + 0.1% (*기본이율: 가입시 12개월 정기적금 고시이율),1,"실명의 개인, 법인",최소가입금액: 1만원 이상 / 가입채널: 인터넷뱅킹,,202406141306,202410,0010527,S,단리,12,4.0,4.0,S,정액적립식
디비저축은행,E-정기적금(인터넷),인터넷,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.1 / 인터넷 가입시 : 기본이율* + 0.1% (*기본이율: 가입시 12개월 정기적금 고시이율),1,"실명의 개인, 법인",최소가입금액: 1만원 이상 / 가입채널: 인터넷뱅킹,,202406141306,202410,0010527,S,단리,6,2.5,2.5,S,정액적립식
디비저축은행,E-정기적금(인터넷),인터넷,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.1 / 인터넷 가입시 : 기본이율* + 0.1% (*기본이율: 가입시 12개월 정기적금 고시이율),1,"실명의 개인, 법인",최소가입금액: 1만원 이상 / 가입채널: 인터넷뱅킹,,202406141306,202410,0010576,S,단리,36,4.0,4.0,S,정액적립식
디비저축은행,E-정기적금(인터넷),인터넷,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.1 / 인터넷 가입시 : 기본이율* + 0.1% (*기본이율: 가입시 12개월 정기적금 고시이율),1,"실명의 개인, 법인",최소가입금액: 1만원 이상 / 가입채널: 인터넷뱅킹,,202406141306,202410,0010576,S,단리,24,3.9,3.9,S,정액적립식
디비저축은행,E-정기적금(인터넷),인터넷,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.1 / 인터넷 가입시 : 기본이율* + 0.1% (*기본이율: 가입시 12개월 정기적금 고시이율),1,"실명의 개인, 법인",최소가입금액: 1만원 이상 / 가입채널: 인터넷뱅킹,,202406141306,202410,0010576,S,단리,12,3.8,3.8,S,정액적립식
디비저축은행,M-정기적금(모바일),스마트폰,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.2 / 모바일 가입시 : 기본이율* + 0.2% (*기본이율: 가입시 12개월 정기적금 고시이율),1,실명의 개인,"최소가입금액: 1만원 이상 / 가입채널: 스마트뱅킹, SB톡톡+",,202406141306,202410,0010349,M,복리,36,4.3,4.3,S,정액적립식
디비저축은행,M-정기적금(모바일),스마트폰,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.2 / 모바일 가입시 : 기본이율* + 0.2% (*기본이율: 가입시 12개월 정기적금 고시이율),1,실명의 개인,"최소가입금액: 1만원 이상 / 가입채널: 스마트뱅킹, SB톡톡+",,202406141306,202410,0010349,M,복리,24,4.3,4.3,S,정액적립식
디비저축은행,M-정기적금(모바일),스마트폰,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.2 / 모바일 가입시 : 기본이율* + 0.2% (*기본이율: 가입시 12개월 정기적금 고시이율),1,실명의 개인,"최소가입금액: 1만원 이상 / 가입채널: 스마트뱅킹, SB톡톡+",,202406141306,202410,0010349,M,복리,12,4.2,4.2,S,정액적립식
디비저축은행,M-정기적금(모바일),스마트폰,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.2 / 모바일 가입시 : 기본이율* + 0.2% (*기본이율: 가입시 12개월 정기적금 고시이율),1,실명의 개인,"최소가입금액: 1만원 이상 / 가입채널: 스마트뱅킹, SB톡톡+",,202406141306,202410,0010349,M,복리,6,3.0,3.0,S,정액적립식
디비저축은행,M-정기적금(모바일),스마트폰,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.2 / 모바일 가입시 : 기본이율* + 0.2% (*기본이율: 가입시 12개월 정기적금 고시이율),1,실명의 개인,"최소가입금액: 1만원 이상 / 가입채널: 스마트뱅킹, SB톡톡+",,202406141306,202410,0010349,S,단리,36,4.3,4.3,S,정액적립식
디비저축은행,M-정기적금(모바일),스마트폰,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.2 / 모바일 가입시 : 기본이율* + 0.2% (*기본이율: 가입시 12개월 정기적금 고시이율),1,실명의 개인,"최소가입금액: 1만원 이상 / 가입채널: 스마트뱅킹, SB톡톡+",,202406141306,202410,0010349,S,단리,24,4.3,4.3,S,정액적립식
디비저축은행,M-정기적금(모바일),스마트폰,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.2 / 모바일 가입시 : 기본이율* + 0.2% (*기본이율: 가입시 12개월 정기적금 고시이율),1,실명의 개인,"최소가입금액: 1만원 이상 / 가입채널: 스마트뱅킹, SB톡톡+",,202406141306,202410,0010349,S,단리,12,4.2,4.2,S,정액적립식
디비저축은행,M-정기적금(모바일),스마트폰,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%",최고우대금리 : 0.2 / 모바일 가입시 : 기본이율* + 0.2% (*기본이율: 가입시 12개월 정기적금 고시이율),1,실명의 개인,"최소가입금액: 1만원 이상 / 가입채널: 스마트뱅킹, SB톡톡+",,202406141306,202410,0010349,S,단리,6,3.0,3.0,S,정액적립식
디비저축은행,M-With 유 정기적금(모바일),스마트폰,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%","약정이율 최대 6.5% =기본4.0% + 우대2.5%(최대) 
우대조건
1) 가입일기준 당행 예적금가입이력 없는 첫거래고객 또는 동일상품 한달이내 만기해지이력 존재고객 (+1.0%)
2) 만 19세 이상 만 39세 이하 고객 (+0.5%)
3) 계약기간중 앱이용 입출금거래 월2회이상 6개월이상 유지한 고객 (+0.5%)
4) 상품서비스안내 및 마케팅 전체 동의 고객 (+0.5%)",1,실명의 개인,"가입금액: 1만원 이상 30만원이하까지 / 가입채널: 스마트뱅킹, SB톡톡+",,202406141306,202410,0010349,S,단리,12,4.0,6.5,S,정액적립식
디비저축은행,M-With 유 정기적금(모바일),스마트폰,"1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율
1개월 초과: 0.1%","약정이율 최대 6.5% =기본4.0% + 우대2.5%(최대) 
우대조건
1) 가입일기준 당행 예적금가입이력 없는 첫거래고객 또는 동일상품 한달이내 만기해지이력 존재고객 (+1.0%)
2) 만 19세 이상 만 39세 이하 고객 (+0.5%)
3) 계약기간중 앱이용 입출금거래 월2회이상 6개월이상 유지한 고객 (+0.5%)
4) 상품서비스안내 및 마케팅 전체 동의 고객 (+0.5%)",1,실명의 개인,"가입금액: 1만원 이상 30만원이하까지 / 가입채널: 스마트뱅킹, SB톡톡+",,202406141306,202410,0010349,M,복리,12,4.0,6.5,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010350,M,복리,36,3.8,3.8,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010350,M,복리,24,3.8,3.8,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010350,M,복리,12,3.7,3.7,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010350,M,복리,6,3.3,3.3,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010350,S,단리,36,3.8,3.8,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010350,S,단리,24,3.8,3.8,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010350,S,단리,12,3.7,3.7,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010350,S,단리,6,3.3,3.3,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010390,S,단리,6,2.5,2.5,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010390,S,단리,12,4.0,4.0,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010390,S,단리,24,3.5,3.5,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010390,S,단리,36,3.2,3.2,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010419,S,단리,36,3.8,3.8,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010419,S,단리,24,3.9,3.9,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010419,S,단리,12,4.0,4.0,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010419,S,단리,6,3.0,3.0,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010419,S,단리,3,1.8,1.8,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010419,S,단리,1,1.8,1.8,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010438,M,복리,36,4.2,4.2,F,자유적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010438,M,복리,24,4.1,4.1,F,자유적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010438,M,복리,12,4.0,4.0,F,자유적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010438,M,복리,6,2.0,2.0,F,자유적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010438,M,복리,36,4.2,4.2,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010438,M,복리,24,4.1,4.1,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010438,M,복리,12,4.0,4.0,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010438,M,복리,6,2.0,2.0,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010438,S,단리,36,4.2,4.2,F,자유적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010438,S,단리,24,4.1,4.1,F,자유적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010438,S,단리,12,4.0,4.0,F,자유적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010438,S,단리,6,2.0,2.0,F,자유적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010438,S,단리,36,4.2,4.2,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010438,S,단리,24,4.1,4.1,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010438,S,단리,12,4.0,4.0,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010438,S,단리,6,2.0,2.0,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010456,S,단리,36,3.5,3.5,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010456,S,단리,24,3.4,3.4,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010456,S,단리,12,4.1,4.1,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010456,S,단리,6,3.0,3.0,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010460,S,단리,6,2.8,2.8,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010460,S,단리,12,3.8,3.8,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010460,S,단리,24,3.7,3.7,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010460,S,단리,36,3.6,3.6,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010464,M,복리,24,3.7,3.7,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010464,M,복리,12,4.2,4.2,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010464,M,복리,6,2.5,2.5,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010464,S,단리,24,3.7,3.7,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010464,S,단리,12,4.2,4.2,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010464,S,단리,6,2.5,2.5,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010489,S,단리,6,2.1,2.1,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010489,S,단리,12,4.1,4.5,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010489,S,단리,24,4.0,4.2,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010489,S,단리,36,4.0,4.2,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010510,M,복리,36,4.0,4.0,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010510,M,복리,24,4.0,4.0,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010510,M,복리,12,4.3,4.3,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010510,M,복리,6,3.5,3.5,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010510,S,단리,36,4.0,4.0,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010510,S,단리,24,4.0,4.0,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010510,S,단리,12,4.3,4.3,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010510,S,단리,6,3.5,3.5,S,정액적립식
스카이저축은행,정기적금,영업점,없음,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,1,제한없음,최소금액:1만원이상,,202401230759,202410,0010526,S,단리,36,2.0,2.0,F,자유적립식
